Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,season,HTHG,HTAG,HTR
P1,22/04/2007,Leiria,Nacional,1,0,H,2006-2007,0.0,0.0,D
P1,22/04/2007,Porto,Belenenses,3,1,H,2006-2007,2.0,0.0,H
P1,22/04/2007,Sp Lisbon,Naval,4,0,H,2006-2007,2.0,0.0,H
P1,23/04/2007,Beira Mar,Academica,0,1,A,2006-2007,0.0,0.0,D
P1,23/04/2007,Sp Braga,Setubal,0,0,D,2006-2007,0.0,0.0,D
P1,27/04/2007,Pacos Ferreira,Leiria,0,0,D,2006-2007,0.0,0.0,D
P1,28/04/2007,Belenenses,Beira Mar,2,0,H,2006-2007,1.0,0.0,H
P1,28/04/2007,Boavista,Porto,2,1,H,2006-2007,1.0,0.0,H
P1,29/04/2007,Benfica,Sp Lisbon,1,1,D,2006-2007,1.0,1.0,D
P1,29/04/2007,Nacional,Est Amadora,1,0,H,2006-2007,0.0,0.0,D
P1,29/04/2007,Naval,Aves,0,1,A,2006-2007,0.0,0.0,D
P1,29/04/2007,Setubal,Maritimo,1,1,D,2006-2007,0.0,0.0,D
P1,30/04/2007,Academica,Sp Braga,0,1,A,2006-2007,0.0,0.0,D
P1,04/05/2007,Beira Mar,Boavista,1,0,H,2006-2007,0.0,0.0,D
P1,05/05/2007,Benfica,Naval,2,1,H,2006-2007,1.0,0.0,H
P1,05/05/2007,Maritimo,Academica,0,0,D,2006-2007,0.0,0.0,D
P1,05/05/2007,Porto,Nacional,2,0,H,2006-2007,0.0,0.0,D
P1,06/05/2007,Est Amadora,Pacos Ferreira,1,0,H,2006-2007,0.0,0.0,D
P1,06/05/2007,Leiria,Aves,3,1,H,2006-2007,0.0,0.0,D
P1,06/05/2007,Sp Braga,Belenenses,2,1,H,2006-2007,1.0,0.0,H
P1,06/05/2007,Sp Lisbon,Setubal,3,1,H,2006-2007,2.0,0.0,H
P1,12/05/2007,Belenenses,Maritimo,2,0,H,2006-2007,1.0,0.0,H
P1,12/05/2007,Boavista,Sp Braga,0,1,A,2006-2007,0.0,1.0,A
P1,13/05/2007,Academica,Sp Lisbon,0,2,A,2006-2007,0.0,1.0,A
P1,13/05/2007,Aves,Est Amadora,0,1,A,2006-2007,0.0,1.0,A
P1,13/05/2007,Leiria,Naval,2,2,D,2006-2007,1.0,2.0,A
P1,13/05/2007,Nacional,Beira Mar,3,0,H,2006-2007,3.0,0.0,H
P1,13/05/2007,Pacos Ferreira,Porto,1,1,D,2006-2007,1.0,0.0,H
P1,13/05/2007,Setubal,Benfica,0,1,A,2006-2007,0.0,0.0,D
P1,19/05/2007,Maritimo,Boavista,1,2,A,2006-2007,0.0,1.0,A
P1,20/05/2007,Beira Mar,Pacos Ferreira,1,1,D,2006-2007,0.0,1.0,A
P1,20/05/2007,Benfica,Academica,2,0,H,2006-2007,1.0,0.0,H
P1,20/05/2007,Est Amadora,Leiria,1,1,D,2006-2007,0.0,0.0,D
P1,20/05/2007,Naval,Setubal,1,2,A,2006-2007,1.0,2.0,A
P1,20/05/2007,Porto,Aves,4,1,H,2006-2007,1.0,1.0,D
P1,20/05/2007,Sp Braga,Nacional,1,1,D,2006-2007,1.0,1.0,D
P1,20/05/2007,Sp Lisbon,Belenenses,4,0,H,2006-2007,2.0,0.0,H
P1,06/08/2021,Sp Lisbon,Vizela,3,0,H,2021-2022,0.0,0.0,D
P1,07/08/2021,Arouca,Estoril,0,2,A,2021-2022,0.0,1.0,A
P1,07/08/2021,Moreirense,Benfica,1,2,A,2021-2022,1.0,2.0,A
P1,07/08/2021,Maritimo,Sp Braga,0,2,A,2021-2022,0.0,0.0,D
P1,08/08/2021,Guimaraes,Portimonense,0,1,A,2021-2022,0.0,0.0,D
P1,08/08/2021,Tondela,Santa Clara,3,0,H,2021-2022,1.0,0.0,H
P1,08/08/2021,Porto,Belenenses,2,0,H,2021-2022,1.0,0.0,H
P1,08/08/2021,Pacos Ferreira,Famalicao,2,0,H,2021-2022,0.0,0.0,D
P1,09/08/2021,Gil Vicente,Boavista,3,0,H,2021-2022,2.0,0.0,H
P1,13/08/2021,Estoril,Guimaraes,0,0,D,2021-2022,0.0,0.0,D
P1,14/08/2021,Vizela,Tondela,2,1,H,2021-2022,0.0,1.0,A
P1,14/08/2021,Benfica,Arouca,2,0,H,2021-2022,2.0,0.0,H
P1,14/08/2021,Sp Braga,Sp Lisbon,1,2,A,2021-2022,0.0,1.0,A
P1,15/08/2021,Portimonense,Gil Vicente,0,1,A,2021-2022,0.0,0.0,D
P1,15/08/2021,Famalicao,Porto,1,2,A,2021-2022,0.0,2.0,A
P1,15/08/2021,Santa Clara,Moreirense,2,2,D,2021-2022,0.0,0.0,D
P1,16/08/2021,Boavista,Pacos Ferreira,3,0,H,2021-2022,1.0,0.0,H
P1,16/08/2021,Belenenses,Maritimo,1,2,A,2021-2022,1.0,2.0,A
P1,20/08/2021,Arouca,Famalicao,2,1,H,2021-2022,0.0,1.0,A
P1,20/08/2021,Moreirense,Sp Braga,2,3,A,2021-2022,0.0,2.0,A
P1,21/08/2021,Gil Vicente,Benfica,0,2,A,2021-2022,0.0,0.0,D
P1,21/08/2021,Sp Lisbon,Belenenses,2,0,H,2021-2022,1.0,0.0,H
P1,22/08/2021,Tondela,Portimonense,0,3,A,2021-2022,0.0,2.0,A
P1,22/08/2021,Maritimo,Porto,1,1,D,2021-2022,1.0,1.0,D
P1,22/08/2021,Guimaraes,Vizela,4,0,H,2021-2022,0.0,0.0,D
P1,23/08/2021,Pacos Ferreira,Estoril,1,3,A,2021-2022,1.0,1.0,D
P1,23/08/2021,Boavista,Santa Clara,2,0,H,2021-2022,1.0,0.0,H
P1,27/08/2021,Belenenses,Moreirense,1,1,D,2021-2022,1.0,0.0,H
P1,27/08/2021,Estoril,Maritimo,2,1,H,2021-2022,1.0,1.0,D
P1,28/08/2021,Vizela,Boavista,1,1,D,2021-2022,0.0,0.0,D
P1,28/08/2021,Porto,Arouca,3,0,H,2021-2022,2.0,0.0,H
P1,28/08/2021,Famalicao,Sp Lisbon,1,1,D,2021-2022,0.0,0.0,D
P1,29/08/2021,Benfica,Tondela,2,1,H,2021-2022,0.0,1.0,A
P1,29/08/2021,Sp Braga,Guimaraes,0,0,D,2021-2022,0.0,0.0,D
P1,29/08/2021,Portimonense,Pacos Ferreira,0,1,A,2021-2022,0.0,1.0,A
P1,29/08/2021,Santa Clara,Gil Vicente,1,0,H,2021-2022,1.0,0.0,H
P1,11/09/2021,Pacos Ferreira,Sp Braga,0,0,D,2021-2022,0.0,0.0,D
P1,11/09/2021,Santa Clara,Benfica,0,5,A,2021-2022,0.0,1.0,A
P1,11/09/2021,Sp Lisbon,Porto,1,1,D,2021-2022,1.0,0.0,H
P1,12/09/2021,Moreirense,Famalicao,2,2,D,2021-2022,1.0,1.0,D
P1,12/09/2021,Boavista,Portimonense,1,1,D,2021-2022,0.0,1.0,A
P1,12/09/2021,Gil Vicente,Vizela,2,2,D,2021-2022,0.0,1.0,A
P1,12/09/2021,Guimaraes,Belenenses,0,0,D,2021-2022,0.0,0.0,D
P1,13/09/2021,Maritimo,Arouca,2,2,D,2021-2022,2.0,1.0,H
P1,13/09/2021,Tondela,Estoril,1,2,A,2021-2022,0.0,2.0,A
P1,17/09/2021,Portimonense,Santa Clara,2,1,H,2021-2022,2.0,1.0,H
P1,18/09/2021,Famalicao,Maritimo,0,0,D,2021-2022,0.0,0.0,D
P1,18/09/2021,Belenenses,Gil Vicente,1,1,D,2021-2022,0.0,0.0,D
P1,18/09/2021,Arouca,Guimaraes,2,2,D,2021-2022,0.0,1.0,A
P1,19/09/2021,Vizela,Pacos Ferreira,1,1,D,2021-2022,1.0,0.0,H
P1,19/09/2021,Porto,Moreirense,5,0,H,2021-2022,1.0,0.0,H
P1,19/09/2021,Estoril,Sp Lisbon,0,1,A,2021-2022,0.0,0.0,D
P1,20/09/2021,Benfica,Boavista,3,1,H,2021-2022,2.0,1.0,H
P1,20/09/2021,Sp Braga,Tondela,3,1,H,2021-2022,0.0,0.0,D
P1,24/09/2021,Sp Lisbon,Maritimo,1,0,H,2021-2022,0.0,0.0,D
P1,24/09/2021,Gil Vicente,Porto,1,2,A,2021-2022,1.0,1.0,D
P1,25/09/2021,Moreirense,Arouca,2,1,H,2021-2022,1.0,0.0,H
P1,25/09/2021,Guimaraes,Benfica,1,3,A,2021-2022,0.0,2.0,A
P1,25/09/2021,Tondela,Famalicao,3,2,H,2021-2022,1.0,1.0,D
P1,26/09/2021,Santa Clara,Sp Braga,1,1,D,2021-2022,0.0,0.0,D
P1,26/09/2021,Portimonense,Vizela,0,0,D,2021-2022,0.0,0.0,D
P1,27/09/2021,Pacos Ferreira,Belenenses,2,2,D,2021-2022,2.0,0.0,H
P1,27/09/2021,Boavista,Estoril,1,1,D,2021-2022,1.0,0.0,H
P1,01/10/2021,Maritimo,Moreirense,0,0,D,2021-2022,0.0,0.0,D
P1,01/10/2021,Famalicao,Guimaraes,1,2,A,2021-2022,1.0,1.0,D
P1,02/10/2021,Vizela,Santa Clara,1,1,D,2021-2022,0.0,0.0,D
P1,02/10/2021,Porto,Pacos Ferreira,2,1,H,2021-2022,1.0,1.0,D
P1,02/10/2021,Arouca,Sp Lisbon,1,2,A,2021-2022,0.0,1.0,A
P1,03/10/2021,Belenenses,Tondela,0,2,A,2021-2022,0.0,1.0,A
P1,03/10/2021,Benfica,Portimonense,0,1,A,2021-2022,0.0,0.0,D
P1,03/10/2021,Estoril,Gil Vicente,2,2,D,2021-2022,2.0,1.0,H
P1,03/10/2021,Sp Braga,Boavista,2,2,D,2021-2022,1.0,1.0,D
P1,22/10/2021,Guimaraes,Maritimo,2,1,H,2021-2022,0.0,0.0,D
P1,23/10/2021,Santa Clara,Famalicao,0,2,A,2021-2022,0.0,1.0,A
P1,23/10/2021,Tondela,Porto,1,3,A,2021-2022,1.0,2.0,A
P1,23/10/2021,Sp Lisbon,Moreirense,1,0,H,2021-2022,1.0,0.0,H
P1,24/10/2021,Pacos Ferreira,Arouca,0,0,D,2021-2022,0.0,0.0,D
P1,24/10/2021,Vizela,Benfica,0,1,A,2021-2022,0.0,0.0,D
P1,24/10/2021,Portimonense,Estoril,0,2,A,2021-2022,0.0,0.0,D
P1,25/10/2021,Gil Vicente,Sp Braga,0,1,A,2021-2022,0.0,1.0,A
P1,25/10/2021,Boavista,Belenenses,0,0,D,2021-2022,0.0,0.0,D
P1,29/10/2021,Arouca,Tondela,2,0,H,2021-2022,1.0,0.0,H
P1,30/10/2021,Porto,Boavista,4,1,H,2021-2022,2.0,1.0,H
P1,30/10/2021,Estoril,Benfica,1,1,D,2021-2022,0.0,1.0,A
P1,30/10/2021,Sp Lisbon,Guimaraes,1,0,H,2021-2022,1.0,0.0,H
P1,31/10/2021,Maritimo,Gil Vicente,1,2,A,2021-2022,1.0,1.0,D
P1,31/10/2021,Belenenses,Santa Clara,2,1,H,2021-2022,1.0,0.0,H
P1,31/10/2021,Famalicao,Vizela,1,1,D,2021-2022,0.0,0.0,D
P1,01/11/2021,Sp Braga,Portimonense,3,0,H,2021-2022,1.0,0.0,H
P1,01/11/2021,Moreirense,Pacos Ferreira,1,1,D,2021-2022,0.0,0.0,D
P1,05/11/2021,Gil Vicente,Arouca,1,1,D,2021-2022,0.0,1.0,A
P1,05/11/2021,Boavista,Famalicao,2,5,A,2021-2022,1.0,3.0,A
P1,06/11/2021,Vizela,Estoril,1,1,D,2021-2022,0.0,0.0,D
P1,06/11/2021,Portimonense,Belenenses,2,0,H,2021-2022,1.0,0.0,H
P1,06/11/2021,Guimaraes,Moreirense,2,1,H,2021-2022,1.0,0.0,H
P1,07/11/2021,Tondela,Maritimo,4,2,H,2021-2022,3.0,0.0,H
P1,07/11/2021,Santa Clara,Porto,0,3,A,2021-2022,0.0,1.0,A
P1,07/11/2021,Pacos Ferreira,Sp Lisbon,0,2,A,2021-2022,0.0,0.0,D
P1,07/11/2021,Benfica,Sp Braga,6,1,H,2021-2022,4.0,1.0,H
P1,26/11/2021,Moreirense,Gil Vicente,2,2,D,2021-2022,0.0,0.0,D
P1,27/11/2021,Famalicao,Portimonense,0,3,A,2021-2022,0.0,2.0,A
P1,27/11/2021,Arouca,Boavista,2,1,H,2021-2022,1.0,0.0,H
P1,27/11/2021,Belenenses,Benfica,0,7,A,2021-2022,0.0,7.0,A
P1,28/11/2021,Maritimo,Pacos Ferreira,2,0,H,2021-2022,0.0,0.0,D
P1,28/11/2021,Sp Lisbon,Tondela,2,0,H,2021-2022,1.0,0.0,H
P1,28/11/2021,Porto,Guimaraes,2,1,H,2021-2022,1.0,1.0,D
P1,29/11/2021,Estoril,Santa Clara,2,2,D,2021-2022,1.0,1.0,D
P1,30/11/2021,Sp Braga,Vizela,4,1,H,2021-2022,2.0,0.0,H
P1,03/12/2021,Portimonense,Porto,0,3,A,2021-2022,0.0,1.0,A
P1,03/12/2021,Benfica,Sp Lisbon,1,3,A,2021-2022,0.0,1.0,A
P1,04/12/2021,Boavista,Maritimo,1,1,D,2021-2022,1.0,0.0,H
P1,04/12/2021,Pacos Ferreira,Guimaraes,1,2,A,2021-2022,1.0,0.0,H
P1,05/12/2021,Santa Clara,Arouca,2,1,H,2021-2022,2.0,1.0,H
P1,05/12/2021,Gil Vicente,Famalicao,4,0,H,2021-2022,3.0,0.0,H
P1,05/12/2021,Sp Braga,Estoril,2,0,H,2021-2022,2.0,0.0,H
P1,10/12/2021,Pacos Ferreira,Gil Vicente,0,1,A,2021-2022,0.0,0.0,D
P1,11/12/2021,Maritimo,Santa Clara,4,1,H,2021-2022,2.0,1.0,H
P1,11/12/2021,Guimaraes,Tondela,5,2,H,2021-2022,2.0,2.0,D
P1,11/12/2021,Sp Lisbon,Boavista,2,0,H,2021-2022,0.0,0.0,D
P1,12/12/2021,Belenenses,Estoril,0,1,A,2021-2022,0.0,1.0,A
P1,12/12/2021,Moreirense,Portimonense,0,1,A,2021-2022,0.0,0.0,D
P1,12/12/2021,Famalicao,Benfica,1,4,A,2021-2022,1.0,2.0,A
P1,12/12/2021,Porto,Sp Braga,1,0,H,2021-2022,1.0,0.0,H
P1,13/12/2021,Arouca,Vizela,1,4,A,2021-2022,0.0,4.0,A
P1,17/12/2021,Santa Clara,Guimaraes,1,0,H,2021-2022,1.0,0.0,H
P1,17/12/2021,Estoril,Famalicao,2,2,D,2021-2022,2.0,1.0,H
P1,18/12/2021,Portimonense,Arouca,1,1,D,2021-2022,0.0,0.0,D
P1,18/12/2021,Tondela,Pacos Ferreira,0,1,A,2021-2022,0.0,0.0,D
P1,18/12/2021,Gil Vicente,Sp Lisbon,0,3,A,2021-2022,0.0,0.0,D
P1,19/12/2021,Benfica,Maritimo,7,1,H,2021-2022,3.0,0.0,H
P1,19/12/2021,Boavista,Moreirense,1,0,H,2021-2022,1.0,0.0,H
P1,19/12/2021,Vizela,Porto,0,4,A,2021-2022,0.0,2.0,A
P1,19/12/2021,Sp Braga,Belenenses,1,0,H,2021-2022,1.0,0.0,H
P1,28/12/2021,Tondela,Gil Vicente,0,3,A,2021-2022,0.0,0.0,D
P1,28/12/2021,Maritimo,Vizela,2,0,H,2021-2022,0.0,0.0,D
P1,28/12/2021,Moreirense,Estoril,1,0,H,2021-2022,1.0,0.0,H
P1,29/12/2021,Guimaraes,Boavista,1,1,D,2021-2022,0.0,0.0,D
P1,29/12/2021,Sp Lisbon,Portimonense,3,2,H,2021-2022,0.0,1.0,A
P1,30/12/2021,Pacos Ferreira,Santa Clara,2,1,H,2021-2022,0.0,1.0,A
P1,30/12/2021,Arouca,Sp Braga,0,6,A,2021-2022,0.0,3.0,A
P1,30/12/2021,Porto,Benfica,3,1,H,2021-2022,2.0,0.0,H
P1,02/01/2022,Vizela,Belenenses,2,0,H,2021-2022,2.0,0.0,H
P1,03/01/2022,Tondela,Moreirense,2,1,H,2021-2022,0.0,1.0,A
P1,07/01/2022,Santa Clara,Sp Lisbon,3,2,H,2021-2022,1.0,1.0,D
P1,08/01/2022,Vizela,Moreirense,0,1,A,2021-2022,0.0,0.0,D
P1,08/01/2022,Estoril,Porto,2,3,A,2021-2022,2.0,0.0,H
P1,08/01/2022,Boavista,Tondela,1,1,D,2021-2022,0.0,0.0,D
P1,09/01/2022,Portimonense,Maritimo,1,2,A,2021-2022,0.0,1.0,A
P1,09/01/2022,Benfica,Pacos Ferreira,2,0,H,2021-2022,1.0,0.0,H
P1,09/01/2022,Sp Braga,Famalicao,2,2,D,2021-2022,1.0,1.0,D
P1,09/01/2022,Belenenses,Arouca,2,1,H,2021-2022,0.0,1.0,A
P1,10/01/2022,Gil Vicente,Guimaraes,3,2,H,2021-2022,1.0,0.0,H
P1,13/01/2022,Famalicao,Belenenses,1,0,H,2021-2022,0.0,0.0,D
P1,15/01/2022,Boavista,Gil Vicente,1,1,D,2021-2022,1.0,0.0,H
P1,15/01/2022,Benfica,Moreirense,1,1,D,2021-2022,0.0,0.0,D
P1,15/01/2022,Sp Braga,Maritimo,0,1,A,2021-2022,0.0,0.0,D
P1,16/01/2022,Santa Clara,Tondela,2,2,D,2021-2022,2.0,0.0,H
P1,16/01/2022,Vizela,Sp Lisbon,0,2,A,2021-2022,0.0,2.0,A
P1,16/01/2022,Famalicao,Pacos Ferreira,0,0,D,2021-2022,0.0,0.0,D
P1,16/01/2022,Belenenses,Porto,1,4,A,2021-2022,1.0,1.0,D
P1,17/01/2022,Portimonense,Guimaraes,1,1,D,2021-2022,0.0,1.0,A
P1,21/01/2022,Arouca,Benfica,0,2,A,2021-2022,0.0,1.0,A
P1,21/01/2022,Pacos Ferreira,Boavista,1,1,D,2021-2022,1.0,0.0,H
P1,22/01/2022,Moreirense,Santa Clara,0,2,A,2021-2022,0.0,1.0,A
P1,22/01/2022,Tondela,Vizela,2,3,A,2021-2022,2.0,1.0,H
P1,22/01/2022,Sp Lisbon,Sp Braga,1,2,A,2021-2022,1.0,0.0,H
P1,23/01/2022,Guimaraes,Estoril,3,1,H,2021-2022,0.0,1.0,A
P1,23/01/2022,Maritimo,Belenenses,1,1,D,2021-2022,1.0,1.0,D
P1,23/01/2022,Gil Vicente,Portimonense,1,0,H,2021-2022,0.0,0.0,D
P1,23/01/2022,Porto,Famalicao,3,1,H,2021-2022,2.0,0.0,H
P1,27/01/2022,Estoril,Arouca,1,2,A,2021-2022,1.0,0.0,H
P1,30/01/2022,Portimonense,Tondela,1,2,A,2021-2022,1.0,0.0,H
P1,30/01/2022,Vizela,Guimaraes,3,2,H,2021-2022,1.0,1.0,D
P1,30/01/2022,Sp Braga,Moreirense,2,0,H,2021-2022,0.0,0.0,D
P1,30/01/2022,Porto,Maritimo,2,1,H,2021-2022,1.0,0.0,H
P1,31/01/2022,Estoril,Pacos Ferreira,0,0,D,2021-2022,0.0,0.0,D
P1,31/01/2022,Famalicao,Arouca,0,0,D,2021-2022,0.0,0.0,D
P1,01/02/2022,Santa Clara,Boavista,2,1,H,2021-2022,1.0,1.0,D
P1,02/02/2022,Benfica,Gil Vicente,1,2,A,2021-2022,0.0,1.0,A
P1,02/02/2022,Belenenses,Sp Lisbon,1,4,A,2021-2022,1.0,3.0,A
P1,05/02/2022,Maritimo,Estoril,0,0,D,2021-2022,0.0,0.0,D
P1,05/02/2022,Pacos Ferreira,Portimonense,1,1,D,2021-2022,1.0,0.0,H
P1,05/02/2022,Guimaraes,Sp Braga,2,1,H,2021-2022,1.0,0.0,H
P1,06/02/2022,Boavista,Vizela,2,2,D,2021-2022,0.0,1.0,A
P1,06/02/2022,Gil Vicente,Santa Clara,2,2,D,2021-2022,1.0,1.0,D
P1,06/02/2022,Arouca,Porto,0,2,A,2021-2022,0.0,0.0,D
P1,06/02/2022,Sp Lisbon,Famalicao,2,0,H,2021-2022,1.0,0.0,H
P1,07/02/2022,Tondela,Benfica,1,3,A,2021-2022,0.0,2.0,A
P1,07/02/2022,Moreirense,Belenenses,4,1,H,2021-2022,2.0,1.0,H
P1,11/02/2022,Porto,Sp Lisbon,2,2,D,2021-2022,1.0,2.0,A
P1,12/02/2022,Sp Braga,Pacos Ferreira,2,1,H,2021-2022,0.0,1.0,A
P1,12/02/2022,Benfica,Santa Clara,2,1,H,2021-2022,0.0,1.0,A
P1,12/02/2022,Portimonense,Boavista,1,1,D,2021-2022,1.0,1.0,D
P1,12/02/2022,Estoril,Tondela,1,0,H,2021-2022,0.0,0.0,D
P1,13/02/2022,Famalicao,Moreirense,5,0,H,2021-2022,4.0,0.0,H
P1,13/02/2022,Belenenses,Guimaraes,1,0,H,2021-2022,0.0,0.0,D
P1,13/02/2022,Vizela,Gil Vicente,0,1,A,2021-2022,0.0,1.0,A
P1,14/02/2022,Arouca,Maritimo,0,3,A,2021-2022,0.0,2.0,A
P1,18/02/2022,Boavista,Benfica,2,2,D,2021-2022,0.0,2.0,A
P1,19/02/2022,Gil Vicente,Belenenses,2,0,H,2021-2022,0.0,0.0,D
P1,19/02/2022,Pacos Ferreira,Vizela,2,1,H,2021-2022,1.0,1.0,D
P1,19/02/2022,Guimaraes,Arouca,1,3,A,2021-2022,1.0,3.0,A
P1,20/02/2022,Maritimo,Famalicao,0,1,A,2021-2022,0.0,1.0,A
P1,20/02/2022,Sp Lisbon,Estoril,3,0,H,2021-2022,1.0,0.0,H
P1,20/02/2022,Moreirense,Porto,0,1,A,2021-2022,0.0,1.0,A
P1,20/02/2022,Tondela,Sp Braga,0,1,A,2021-2022,0.0,0.0,D
P1,21/02/2022,Santa Clara,Portimonense,1,1,D,2021-2022,1.0,0.0,H
P1,25/02/2022,Belenenses,Pacos Ferreira,0,2,A,2021-2022,0.0,1.0,A
P1,26/02/2022,Famalicao,Tondela,2,1,H,2021-2022,0.0,0.0,D
P1,26/02/2022,Maritimo,Sp Lisbon,1,1,D,2021-2022,1.0,1.0,D
P1,26/02/2022,Arouca,Moreirense,1,1,D,2021-2022,0.0,1.0,A
P1,27/02/2022,Vizela,Portimonense,1,1,D,2021-2022,1.0,1.0,D
P1,27/02/2022,Benfica,Guimaraes,3,0,H,2021-2022,2.0,0.0,H
P1,27/02/2022,Estoril,Boavista,2,3,A,2021-2022,1.0,1.0,D
P1,27/02/2022,Porto,Gil Vicente,1,1,D,2021-2022,0.0,0.0,D
P1,28/02/2022,Sp Braga,Santa Clara,0,0,D,2021-2022,0.0,0.0,D
P1,04/03/2022,Gil Vicente,Estoril,0,0,D,2021-2022,0.0,0.0,D
P1,05/03/2022,Boavista,Sp Braga,1,1,D,2021-2022,0.0,1.0,A
P1,05/03/2022,Portimonense,Benfica,1,2,A,2021-2022,1.0,1.0,D
P1,05/03/2022,Sp Lisbon,Arouca,2,0,H,2021-2022,0.0,0.0,D
P1,06/03/2022,Moreirense,Maritimo,0,1,A,2021-2022,0.0,1.0,A
P1,06/03/2022,Pacos Ferreira,Porto,2,4,A,2021-2022,1.0,2.0,A
P1,06/03/2022,Guimaraes,Famalicao,2,1,H,2021-2022,1.0,1.0,D
P1,06/03/2022,Santa Clara,Vizela,3,1,H,2021-2022,0.0,0.0,D
P1,07/03/2022,Tondela,Belenenses,1,1,D,2021-2022,1.0,0.0,H
P1,11/03/2022,Benfica,Vizela,1,1,D,2021-2022,0.0,0.0,D
P1,12/03/2022,Estoril,Portimonense,2,0,H,2021-2022,1.0,0.0,H
P1,12/03/2022,Famalicao,Santa Clara,0,0,D,2021-2022,0.0,0.0,D
P1,12/03/2022,Arouca,Pacos Ferreira,0,1,A,2021-2022,0.0,1.0,A
P1,12/03/2022,Belenenses,Boavista,0,0,D,2021-2022,0.0,0.0,D
P1,13/03/2022,Maritimo,Guimaraes,0,1,A,2021-2022,0.0,0.0,D
P1,13/03/2022,Porto,Tondela,4,0,H,2021-2022,1.0,0.0,H
P1,13/03/2022,Sp Braga,Gil Vicente,0,1,A,2021-2022,0.0,0.0,D
P1,14/03/2022,Moreirense,Sp Lisbon,0,2,A,2021-2022,0.0,2.0,A
P1,18/03/2022,Vizela,Famalicao,1,1,D,2021-2022,0.0,1.0,A
P1,19/03/2022,Tondela,Arouca,2,2,D,2021-2022,2.0,1.0,H
P1,19/03/2022,Santa Clara,Belenenses,0,0,D,2021-2022,0.0,0.0,D
P1,19/03/2022,Guimaraes,Sp Lisbon,1,3,A,2021-2022,1.0,1.0,D
P1,20/03/2022,Gil Vicente,Maritimo,1,1,D,2021-2022,1.0,1.0,D
P1,20/03/2022,Pacos Ferreira,Moreirense,2,1,H,2021-2022,1.0,0.0,H
P1,20/03/2022,Benfica,Estoril,2,1,H,2021-2022,1.0,0.0,H
P1,20/03/2022,Portimonense,Sp Braga,1,2,A,2021-2022,0.0,2.0,A
P1,20/03/2022,Boavista,Porto,0,1,A,2021-2022,0.0,1.0,A
P1,01/04/2022,Sp Braga,Benfica,3,2,H,2021-2022,1.0,0.0,H
P1,02/04/2022,Belenenses,Portimonense,2,0,H,2021-2022,1.0,0.0,H
P1,02/04/2022,Arouca,Gil Vicente,2,1,H,2021-2022,0.0,0.0,D
P1,02/04/2022,Estoril,Vizela,1,2,A,2021-2022,1.0,1.0,D
P1,02/04/2022,Famalicao,Boavista,1,2,A,2021-2022,0.0,2.0,A
P1,03/04/2022,Maritimo,Tondela,1,3,A,2021-2022,1.0,1.0,D
P1,03/04/2022,Moreirense,Guimaraes,0,1,A,2021-2022,0.0,0.0,D
P1,03/04/2022,Sp Lisbon,Pacos Ferreira,2,0,H,2021-2022,1.0,0.0,H
P1,04/04/2022,Porto,Santa Clara,3,0,H,2021-2022,2.0,0.0,H
P1,08/04/2022,Gil Vicente,Moreirense,1,2,A,2021-2022,0.0,0.0,D
P1,09/04/2022,Pacos Ferreira,Maritimo,2,0,H,2021-2022,2.0,0.0,H
P1,09/04/2022,Benfica,Belenenses,3,1,H,2021-2022,1.0,1.0,D
P1,09/04/2022,Boavista,Arouca,1,0,H,2021-2022,1.0,0.0,H
P1,09/04/2022,Tondela,Sp Lisbon,1,3,A,2021-2022,0.0,2.0,A
P1,10/04/2022,Portimonense,Famalicao,1,0,H,2021-2022,1.0,0.0,H
P1,10/04/2022,Santa Clara,Estoril,2,0,H,2021-2022,1.0,0.0,H
P1,10/04/2022,Guimaraes,Porto,0,1,A,2021-2022,0.0,1.0,A
P1,10/04/2022,Vizela,Sp Braga,0,1,A,2021-2022,0.0,1.0,A
P1,15/04/2022,Arouca,Santa Clara,1,1,D,2021-2022,0.0,0.0,D
P1,15/04/2022,Famalicao,Gil Vicente,2,2,D,2021-2022,2.0,1.0,H
P1,15/04/2022,Guimaraes,Pacos Ferreira,4,0,H,2021-2022,2.0,0.0,H
P1,16/04/2022,Moreirense,Tondela,2,0,H,2021-2022,2.0,0.0,H
P1,16/04/2022,Belenenses,Vizela,1,0,H,2021-2022,1.0,0.0,H
P1,16/04/2022,Maritimo,Boavista,4,0,H,2021-2022,2.0,0.0,H
P1,16/04/2022,Porto,Portimonense,7,0,H,2021-2022,4.0,0.0,H
P1,17/04/2022,Sp Lisbon,Benfica,0,2,A,2021-2022,0.0,1.0,A
P1,18/04/2022,Estoril,Sp Braga,0,0,D,2021-2022,0.0,0.0,D
P1,22/04/2022,Vizela,Arouca,2,1,H,2021-2022,1.0,0.0,H
P1,23/04/2022,Portimonense,Moreirense,1,0,H,2021-2022,1.0,0.0,H
P1,23/04/2022,Benfica,Famalicao,0,0,D,2021-2022,0.0,0.0,D
P1,23/04/2022,Santa Clara,Maritimo,2,2,D,2021-2022,2.0,0.0,H
P1,23/04/2022,Gil Vicente,Pacos Ferreira,1,1,D,2021-2022,0.0,0.0,D
P1,24/04/2022,Estoril,Belenenses,2,2,D,2021-2022,2.0,0.0,H
P1,24/04/2022,Tondela,Guimaraes,1,1,D,2021-2022,0.0,0.0,D
